ISIN,ausstiegskosten,bezugsverhaeltnis,einstiegskosten,erstelldatum,faelligkeitsdatum,gesamtkosten_0,mittleres_szenario_0,relative_gesamtkosten_0,risikoklasse,gesamtkosten_1,mittleres_szenario_1,relative_gesamtkosten_1,gesamtkosten_2,mittleres_szenario_2,relative_gesamtkosten_2
DE000CJ7MPZ1,"0,00","0,01","0,05",25. Mai 2019,27. März 2020,"4,69","10.213,96","0,05",3,,,,,,
DE000CJ7MQ01,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,81","10.502,29","0,05",4,,,,,,
DE000CJ7MQ19,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,83","10.486,35","0,05",4,,,,,,
DE000CJ7MQ27,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,80","10.471,03","0,05",4,,,,,,
DE000CJ7MQ35,"0,00","0,01","0,04",28. März 2019,27. März 2020,"4,13","10.457,19","0,04",4,,,,,,
DE000CJ7MQ43,"0,00","0,01","0,04",28. März 2019,27. März 2020,"4,15","10.443,24","0,04",4,,,,,,
DE000CJ7MQ50,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,84","10.429,20","0,05",4,,,,,,
DE000CJ7MQ68,"0,00","0,01","0,04",28. März 2019,27. März 2020,"4,14","10.417,31","0,04",4,,,,,,
DE000CJ7MQ76,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,82","10.404,61","0,05",4,,,,,,
DE000CJ7MQ84,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,70","10.393,21","0,05",4,,,,,,
DE000CJ7MQ92,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,78","10.382,31","0,05",4,,,,,,
DE000CJ7MQA2,"0,00","0,01","0,04",16. Juli 2019,27. März 2020,"4,15","10.186,29","0,04",3,,,,,,
DE000CJ7MQB0,"0,00","0,01","0,04",23. Juli 2019,27. März 2020,"4,16","10.202,21","0,04",3,,,,,,
DE000CJ7MQC8,"0,00","0,01","0,02",14. September 2019,27. März 2020,"2,28","10.167,03","0,02",3,,,,,,
DE000CJ7MQD6,"0,00","0,01","0,04",21. September 2019,27. März 2020,"3,51","10.175,47","0,04",3,,,,,,
DE000CJ7MQE4,"0,00","0,01","0,03",1. Oktober 2019,27. März 2020,"3,35","10.180,18","0,03",3,,,,,,
DE000CJ7MQF1,"0,00","0,01","0,03",10. Oktober 2019,27. März 2020,"3,33","10.250,16","0,03",3,,,,,,
DE000CJ7MQG9,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,54","10.588,89","0,05",4,,,,,,
DE000CJ7MQH7,"0,00","0,01","0,05",28. März 2019,27. März 2020,"5,03","10.606,76","0,05",4,,,,,,
DE000CJ7MQJ3,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,99","10.625,52","0,05",4,,,,,,
DE000CJ7MQK1,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,44","10.645,16","0,05",4,,,,,,
DE000CJ7MQL9,"0,00","0,01","0,03",16. Oktober 2019,27. März 2020,"3,26","10.156,73","0,03",4,,,,,,
DE000CJ7MQM7,"0,00","0,01","0,03",16. Oktober 2019,27. März 2020,"2,55","10.164,91","0,03",4,,,,,,
DE000CJ7MQN5,"0,00","0,01","0,03",16. Oktober 2019,27. März 2020,"2,59","10.172,14","0,03",4,,,,,,
DE000CJ7MQP0,"0,00","0,01","0,03",16. Oktober 2019,27. März 2020,"2,50","10.180,21","0,03",4,,,,,,
DE000CJ7MQQ8,"0,00","0,01","0,03",16. Oktober 2019,27. März 2020,"2,54","10.188,22","0,03",4,,,,,,
DE000CJ7MQR6,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,94","10.676,70","0,05",4,,,,,,
DE000CJ7MQS4,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,95","10.654,43","0,05",4,,,,,,
DE000CJ7MQT2,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,79","10.632,96","0,05",4,,,,,,
DE000CJ7MQU0,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,79","10.612,35","0,05",4,,,,,,
DE000CJ7MQV8,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,92","10.592,02","0,05",4,,,,,,
DE000CJ7MQW6,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,79","10.572,67","0,05",4,,,,,,
DE000CJ7MQX4,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,77","10.554,18","0,05",4,,,,,,
DE000CJ7MQY2,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,78","10.536,20","0,05",4,,,,,,
DE000CJ7MQZ9,"0,00","0,01","0,05",28. März 2019,27. März 2020,"4,83","10.518,70","0,05",4,,,,,,
DE000CJ7MR00,"0,00","0,01","0,07",27. Juni 2019,26. Juni 2020,"7,11","10.001,31","0,07",1,,,,,,
DE000CJ7MR18,"0,00","0,01","0,07",27. Juni 2019,26. Juni 2020,"7,06","10.002,60","0,07",1,,,,,,
DE000CJ7MR26,"0,00","0,01","0,07",27. Juni 2019,26. Juni 2020,"7,05","10.003,87","0,07",1,,,,,,
DE000CJ7MR34,"0,00","0,01","0,06",27. Juni 2019,26. Juni 2020,"5,75","10.006,41","0,06",1,,,,,,
DE000CJ7MR42,"0,00","0,01","0,07",27. Juni 2019,26. Juni 2020,"6,91","10.007,65","0,07",1,,,,,,
DE000CJ7MR59,"0,00","0,01","0,06",27. Juni 2019,26. Juni 2020,"5,68","10.010,14","0,06",1,,,,,,
DE000CJ7MR67,"0,00","0,01","0,07",27. Juni 2019,26. Juni 2020,"6,87","10.011,33","0,07",1,,,,,,
