ISIN,ausstiegskosten,bezugsverhaeltnis,einstiegskosten,erstelldatum,gesamtkosten_0,relative_gesamtkosten_0,risikoklasse,gesamtkosten_1,relative_gesamtkosten_1,gesamtkosten_2,relative_gesamtkosten_2
DE000TR8XHN0,"0,00","0,01","0,13",26.09.2019,"13,03","0,13",3,,,,
DE000TR8XHP5,"0,00","0,01","0,12",26.09.2019,"12,13","0,12",3,,,,
DE000TR8XHQ3,"0,00","0,01","0,11",23.08.2019,"11,10","0,11",3,,,,
DE000TR8XHR1,"0,00","0,01","0,11",23.08.2019,"11,18","0,11",3,,,,
DE000TR8XHS9,"0,00","0,01","0,11",23.08.2019,"10,33","0,11",3,,,,
DE000TR8XHT7,"0,00","0,01","0,11",23.08.2019,"10,37","0,11",3,,,,
DE000TR8XHU5,"0,00","0,01","0,11",23.08.2019,"10,41","0,11",3,,,,
DE000TR8XHV3,"0,00","0,01","0,10",23.08.2019,"9,50","0,10",3,,,,
DE000TR8XHW1,"0,00","0,01","0,10",23.08.2019,"9,53","0,10",3,,,,
DE000TR8XHX9,"0,00","0,01","0,02",14.10.2019,"1,89","0,02",2,,,,
DE000TR8XHY7,"0,00","0,01","0,06",10.10.2019,"5,73","0,06",2,,,,
DE000TR8XHZ4,"0,00","0,01","0,05",26.09.2019,"4,80","0,05",2,,,,
DE000TR8XJ03,"0,00","0,01","0,05",26.09.2019,"4,82","0,05",2,,,,
DE000TR8XJ11,"0,00","0,01","0,04",23.09.2019,"3,87","0,04",2,,,,
DE000TR8XJ29,"0,00","0,01","0,02",19.09.2019,"1,94","0,02",2,,,,
DE000TR8XJ37,"0,00","0,01","0,03",17.09.2019,"2,93","0,03",2,,,,
DE000TR8XJ45,"0,00","0,01","0,02",12.09.2019,"1,96","0,02",2,,,,
DE000TR8XJ52,"0,00","0,01","0,03",09.09.2019,"2,96","0,03",2,,,,
DE000TR8XJ60,"0,00","0,01","0,03",09.09.2019,"2,97","0,03",2,,,,
DE000TR8XJ78,"0,00","0,01","0,04",05.09.2019,"3,98","0,04",2,,,,
DE000TR8XJ86,"0,00","0,01","0,13",23.08.2019,"12,38","0,13",3,,,,
DE000TR8XJ94,"0,00","0,01","0,12",23.08.2019,"11,52","0,12",3,,,,
DE000TR8XJA3,"0,00","0,01","0,11",23.08.2019,"10,65","0,11",3,,,,
DE000TR8XJB1,"0,00","0,01","0,10",23.08.2019,"9,76","0,10",3,,,,
DE000TR8XJC9,"0,00","0,01","0,03",01.10.2019,"2,93","0,03",2,,,,
DE000TR8XJD7,"0,00","0,01","0,04",23.09.2019,"3,95","0,04",2,,,,
DE000TR8XJE5,"0,00","0,01","0,03",17.09.2019,"2,99","0,03",2,,,,
DE000TR8XJF2,"0,00","0,01","1,08",05.09.2019,"105,11","1,08",3,,,,
DE000TR8XJG0,"0,00","0,01","0,20",29.08.2019,"19,03","0,20",3,,,,
DE000TR8XJH8,"0,00","0,01","0,17",23.08.2019,"16,14","0,17",3,,,,
DE000TR8XJJ4,"0,00","0,01","0,16",23.08.2019,"15,31","0,16",3,,,,
DE000TR8XJK2,"0,00","0,01","0,15",23.08.2019,"14,46","0,15",3,,,,
DE000TR8XJL0,"0,00","0,01","0,14",23.08.2019,"13,60","0,14",3,,,,
DE000TR8XJM8,"0,00","0,01","0,12",23.08.2019,"11,76","0,12",3,,,,
DE000TR8XJN6,"0,00","0,01","0,11",23.08.2019,"10,87","0,11",3,,,,
DE000TR8XJP1,"0,00","0,01","0,10",23.08.2019,"9,96","0,10",3,,,,
DE000TR8XJQ9,"0,00","0,01","0,07",02.10.2019,"7,01","0,07",3,,,,
DE000TR8XJR7,"0,00","0,01","0,16",09.09.2019,"15,80","0,16",3,,,,
DE000TR8XJS5,"0,00","0,01","1,09",06.09.2019,"106,14","1,09",3,,,,
DE000TR8XJT3,"0,00","0,01","0,18",23.08.2019,"17,12","0,18",3,,,,
DE000TR8XJU1,"0,00","0,01","0,18",23.08.2019,"17,25","0,18",3,,,,
DE000TR8XJV9,"0,00","0,01","0,18",23.08.2019,"17,39","0,18",3,,,,
DE000TR8XJW7,"0,00","0,01","0,15",23.08.2019,"14,60","0,15",3,,,,
DE000TR8XJX5,"0,00","0,01","0,14",23.08.2019,"13,74","0,14",3,,,,
DE000TR8XJY3,"0,00","0,01","0,13",23.08.2019,"12,87","0,13",3,,,,
DE000TR8XJZ0,"0,00","0,01","0,11",23.08.2019,"10,98","0,11",3,,,,
DE000TR8XK00,"0,00","0,01","0,10",23.08.2019,"10,07","0,10",3,,,,
DE000TR8XK18,"0,00","0,01","0,26",23.08.2019,"24,50","0,26",4,,,,
DE000TR8XK26,"0,00","0,01","0,26",23.08.2019,"24,64","0,26",4,,,,
DE000TR8XK34,"0,00","0,01","0,25",23.08.2019,"23,87","0,25",4,,,,
DE000TR8XK42,"0,00","0,01","0,24",23.08.2019,"23,09","0,24",4,,,,
DE000TR8XK59,"0,00","0,01","1,10",14.10.2019,"106,96","1,10",3,,,,
DE000TR8XK67,"0,00","0,01","0,19",18.09.2019,"18,51","0,19",3,,,,
DE000TR8XK75,"0,00","0,01","1,09",19.09.2019,"106,13","1,09",3,,,,
DE000TR8XK83,"0,00","0,01","0,15",12.09.2019,"15,03","0,15",3,,,,
DE000TR8XK91,"0,00","0,01","1,09",09.09.2019,"106,18","1,09",3,,,,
DE000TR8XKA1,"0,00","0,01","0,21",23.08.2019,"20,22","0,21",3,,,,
DE000TR8XKB9,"0,00","0,01","0,20",23.08.2019,"19,40","0,20",3,,,,
DE000TR8XKC7,"0,00","0,01","0,18",23.08.2019,"17,60","0,18",3,,,,
DE000TR8XKD5,"0,00","0,01","0,16",23.08.2019,"15,77","0,16",3,,,,
DE000TR8XKE3,"0,00","0,01","0,15",23.08.2019,"14,90","0,15",3,,,,
DE000TR8XKF0,"0,00","0,01","0,13",23.08.2019,"13,02","0,13",3,,,,
DE000TR8XKG8,"0,00","0,01","0,13",23.08.2019,"13,14","0,13",3,,,,
DE000TR8XKH6,"0,00","0,01","0,33",29.08.2019,"30,40","0,33",4,,,,
DE000TR8XKJ2,"0,00","0,01","0,31",29.08.2019,"28,71","0,31",4,,,,
DE000TR8XKK0,"0,00","0,01","0,31",29.08.2019,"28,87","0,31",4,,,,
DE000TR8XKL8,"0,00","0,01","0,30",29.08.2019,"28,11","0,30",4,,,,
DE000TR8XKM6,"0,00","0,01","0,29",29.08.2019,"27,34","0,29",4,,,,
DE000TR8XKN4,"0,00","0,01","0,19",27.09.2019,"18,52","0,19",3,,,,
DE000TR8XKP9,"0,00","0,01","0,17",14.09.2019,"16,78","0,17",3,,,,
DE000TR8XKQ7,"0,00","0,01","1,07",14.09.2019,"104,25","1,07",3,,,,
DE000TR8XKR5,"0,00","0,01","0,19",09.09.2019,"18,06","0,19",3,,,,
DE000TR8XKS3,"0,00","0,01","1,16",04.09.2019,"111,91","1,16",3,,,,
DE000TR8XKT1,"0,00","0,01","0,25",29.08.2019,"23,55","0,25",3,,,,
DE000TR8XKU9,"0,00","0,01","0,65",29.08.2019,"62,03","0,65",3,,,,
DE000TR8XKV7,"0,00","0,01","0,25",29.08.2019,"23,90","0,25",3,,,,
DE000TR8XKW5,"0,00","0,01","0,63",29.08.2019,"60,98","0,63",3,,,,
DE000TR8XKX3,"0,00","0,01","0,22",29.08.2019,"21,24","0,22",3,,,,
DE000TR8XKY1,"0,00","0,01","0,21",29.08.2019,"20,40","0,21",3,,,,
DE000TR8XKZ8,"0,00","0,01","0,27",23.08.2019,"30,17","0,27",4,"30,63","0,32",,
DE000TR8XL09,"0,00","0,01","0,27",23.08.2019,"29,43","0,27",4,"29,89","0,31",,
DE000TR8XL17,"0,00","0,01","0,27",23.08.2019,"29,60","0,27",4,"30,06","0,31",,
DE000TR8XL25,"0,00","0,01","0,26",23.08.2019,"28,85","0,26",4,"29,31","0,31",,
DE000TR8XL33,"0,00","0,01","0,25",23.08.2019,"28,09","0,25",4,"28,56","0,30",,
DE000TR8XL41,"0,00","0,01","0,24",23.08.2019,"27,33","0,24",4,"27,80","0,29",,
DE000TR8XL58,"0,00","0,01","0,19",19.09.2019,"20,63","0,19",3,"21,10","0,22",,
DE000TR8XL66,"0,00","0,01","1,08",26.09.2019,"112,87","1,08",3,"113,34","1,17",,
DE000TR8XL74,"0,00","0,01","0,18",09.09.2019,"19,09","0,18",3,"19,56","0,20",,
DE000TR8XL82,"0,00","0,01","1,00",09.09.2019,"108,65","1,00",3,"109,13","1,12",,
DE000TR8XL90,"0,00","0,01","0,19",06.09.2019,"20,41","0,19",3,"20,90","0,21",,
DE000TR8XLA9,"0,00","0,01","0,18",23.08.2019,"20,66","0,18",3,"21,15","0,22",,
DE000TR8XLB7,"0,00","0,01","0,17",23.08.2019,"19,83","0,17",3,"20,33","0,21",,
DE000TR8XLC5,"0,00","0,01","0,16",23.08.2019,"17,99","0,16",3,"18,49","0,19",,
DE000TR8XLD3,"0,00","0,01","0,14",23.08.2019,"16,12","0,14",3,"16,62","0,17",,
DE000TR8XLE1,"0,00","0,01","0,14",23.08.2019,"16,26","0,14",3,"16,76","0,17",,
DE000TR8XLF8,"0,00","0,01","0,55",02.10.2019,"52,96","0,55",3,,,,
DE000TR8XLG6,"0,00","0,01","0,54",02.10.2019,"52,40","0,54",3,,,,
DE000TR8XLH4,"0,00","0,01","0,52",02.10.2019,"49,93","0,52",3,,,,
DE000TR8XLJ0,"0,00","0,01","0,50",02.10.2019,"48,38","0,50",3,,,,
DE000TR8XLK8,"0,00","0,01","0,48",02.10.2019,"46,82","0,48",3,,,,
DE000TR8XLL6,"0,00","0,01","0,47",02.10.2019,"46,22","0,47",3,,,,
DE000TR8XLM4,"0,00","0,01","0,46",02.10.2019,"44,62","0,46",3,,,,
DE000TR8XLN2,"0,00","0,01","0,45",02.10.2019,"44,00","0,45",3,,,,
DE000TR8XLP7,"0,00","0,01","0,43",02.10.2019,"42,36","0,43",3,,,,
DE000TR8XLQ5,"0,00","0,01","0,20",23.08.2019,"19,22","0,20",3,,,,
DE000TR8XLR3,"0,00","0,01","0,18",23.08.2019,"17,43","0,18",3,,,,
DE000TR8XLS1,"0,00","0,01","0,16",23.08.2019,"15,61","0,16",3,,,,
DE000TR8XLT9,"0,00","0,01","0,15",23.08.2019,"14,76","0,15",3,,,,
DE000TR8XLU7,"0,00","0,01","0,14",23.08.2019,"13,89","0,14",3,,,,
DE000TR8XLV5,"0,00","0,01","0,12",23.08.2019,"12,00","0,12",3,,,,
DE000TR8XLW3,"0,00","0,01","0,12",23.08.2019,"12,11","0,12",3,,,,
DE000TR8XLX1,"0,00","0,01","0,09",23.08.2019,"9,14","0,09",3,,,,
DE000TR8XLY9,"0,00","0,01","0,09",23.08.2019,"9,21","0,09",3,,,,
DE000TR8XLZ6,"0,00","0,01","0,08",23.08.2019,"8,35","0,08",3,,,,
DE000TR8XM08,"0,00","0,01","0,01",14.10.2019,"0,92","0,01",2,,,,
DE000TR8XM16,"0,00","0,01","0,02",01.10.2019,"1,87","0,02",2,,,,
DE000TR8XM24,"0,00","0,01","0,03",23.09.2019,"2,83","0,03",2,,,,
DE000TR8XM32,"0,00","0,01","0,02",19.09.2019,"1,90","0,02",2,,,,
DE000TR8XM40,"0,00","0,01","0,00",14.09.2019,"0,00","0,00",2,,,,
DE000TR8XM57,"0,00","0,01","0,01",27.09.2019,"0,97","0,01",1,,,,
DE000TR8XM65,"0,00","0,01","0,01",25.09.2019,"0,98","0,01",1,,,,
DE000UX60NY2,-,100,"0,25",07.01.2019,"10,87","0,25",3,,,,
DE000UX61YA7,-,100,"0,24",07.01.2019,"10,76","0,24",3,,,,
DE000UX62YP3,-,100,"0,31",20.08.2019,"13,80","0,31",3,,,,
DE000UX62YQ1,-,100,"0,31",14.10.2019,"14,07","0,31",4,,,,
DE000UX62YS7,-,100,"0,19",14.10.2019,"8,64","0,19",2,,,,
DE000UX62Z11,-,100,"0,29",20.08.2019,"12,70","0,29",3,,,,
DE000UX62Z29,-,100,"0,38",14.10.2019,"16,88","0,38",4,,,,
DE000UX62Z45,-,100,"0,20",14.10.2019,"8,87","0,2",2,,,,
DE000UX63FX4,-,100,"0,30",30.08.2019,"5,95","0,3",3,,,,
DE000UX63FY2,-,100,"0,18",15.10.2019,"3,70","0,18",4,,,,
DE000UX63FZ9,-,100,-,15.10.2019,"0,00",0,4,,,,
DE000UX63G96,-,100,"0,24",19.08.2019,"4,79","0,24",3,,,,
DE000UX63SU3,-,100,"0,35",02.10.2019,"6,99","0,35",3,,,,
DE000UX63SV1,-,100,"0,37",02.10.2019,"7,42","0,37",3,,,,
DE000UX63SW9,-,100,-,15.10.2019,"0,00",0,4,,,,
DE000UX63SX7,-,100,"0,12",14.10.2019,"2,37","0,12",1,,,,
DE000UX63T67,-,100,"0,27",20.08.2019,"5,44","0,27",3,,,,
DE000UX63T75,-,100,"0,40",15.10.2019,"8,01","0,4",4,,,,
DE000UX63T83,-,100,-,14.10.2019,"0,00",0,2,,,,
DE000UX63T91,-,100,"0,08",07.10.2019,"1,63","0,08",1,,,,
DE000UX644U1,-,100,"0,29",30.08.2019,"5,68","0,29",3,,,,
DE000UX644V9,-,100,"0,45",15.10.2019,"8,99","0,45",4,,,,
DE000UX644W7,-,100,-,15.10.2019,"0,00",0,4,,,,
DE000UX644X5,-,100,"0,15",10.10.2019,"3,02","0,15",2,,,,
DE000UX644Y3,-,100,"0,17",14.10.2019,"3,41","0,17",2,,,,
DE000UX64565,-,100,"0,25",19.08.2019,"5,03","0,25",3,,,,
DE000UX64573,-,100,"0,31",15.10.2019,"6,36","0,31",4,,,,
DE000UX64581,-,100,"0,14",15.10.2019,"2,81","0,14",4,,,,
DE000UX64599,-,100,"0,17",10.10.2019,"3,30","0,17",2,,,,
DE000UX64VF6,-,100,-,10.09.2019,"0,00",0,1,,,,
DE000UX64YB9,-,100,"0,46",15.10.2019,"9,17","0,46",4,,,,
DE000UX64YD5,-,100,-,15.10.2019,"0,00",0,4,,,,
DE000UX64YE3,-,100,"0,23",14.10.2019,"4,62","0,23",2,,,,
DE000UX657F4,-,100,-,05.09.2019,"0,00",0,1,,,,
DE000UX65VM9,-,100,"0,36",14.10.2019,"7,07","0,36",3,,,,
DE000UX65VN7,-,100,"0,48",14.10.2019,"9,49","0,48",4,,,,
DE000UX65VP2,-,100,"0,13",14.10.2019,"2,68","0,13",1,,,,
DE000UX65W03,-,100,-,14.10.2019,"0,00",0,1,,,,
DE000UX65W11,-,100,"0,15",10.10.2019,"2,98","0,15",2,,,,
DE000UX667M9,-,100,"0,38",10.10.2019,"7,44","0,38",3,,,,
DE000UX667N7,-,100,"0,44",15.10.2019,"8,58","0,44",4,,,,
DE000UX667P2,-,100,"0,14",14.10.2019,"2,71","0,14",1,,,,
DE000UX66800,-,100,-,14.10.2019,"0,00",0,2,,,,
DE000UX66818,-,100,"0,10",10.10.2019,"1,93","0,1",1,,,,
DE000UX66891,-,100,-,14.10.2019,"0,00",0,1,,,,
DE000UX66A40,-,100,"0,35",14.10.2019,"31,38","0,35",3,,,,
DE000UX66A65,-,100,"0,23",03.10.2019,"21,52","0,23",3,,,,
DE000UX66A73,-,100,"0,31",12.02.2019,"28,45","0,31",3,,,,
DE000UX66AA6,-,100,"0,34",14.10.2019,"23,63","0,34",4,,,,
DE000UX66AD0,-,100,"0,20",14.10.2019,"14,05","0,2",2,,,,
DE000UX67AR8,-,100,"0,27",07.01.2019,"18,32","0,27",3,,,,
DE000UX67AS6,-,100,"0,33",07.10.2019,"22,61","0,33",3,,,,
DE000UX67AU2,-,100,"0,24",30.09.2019,"16,61","0,24",3,,,,
DE000UX67B30,-,100,"0,32",02.09.2019,"21,60","0,32",3,,,,
DE000UX67B48,-,100,"0,33",14.10.2019,"22,17","0,33",3,,,,
DE000UX67B63,-,100,"0,23",30.09.2019,"16,14","0,23",3,,,,
DE000UX67BA2,-,100,"0,27",30.09.2019,"24,59","0,27",3,,,,
DE000UX67BB0,-,100,"0,27",30.09.2019,"24,90","0,27",3,,,,
DE000UX68CW2,-,100,"0,28",13.02.2019,"19,37","0,28",3,,,,
DE000UX68CX0,-,100,"0,30",14.10.2019,"21,33","0,3",4,,,,
DE000UX68CZ5,-,100,"0,23",30.09.2019,"15,54","0,23",3,,,,
DE000UX68D86,-,100,"0,30",20.08.2019,"20,30","0,3",3,,,,
DE000UX68D94,-,100,"0,35",14.10.2019,"23,78","0,35",4,,,,
DE000UX69DV0,-,100,"0,35",15.10.2019,"31,97","0,35",4,,,,
DE000UX69DX6,-,100,"0,26",30.09.2019,"23,89","0,26",3,,,,
DE000UX69DY4,-,100,"0,31",20.08.2019,"28,77","0,31",3,,,,
DE000UX69DZ1,-,100,"0,32",30.08.2019,"21,98","0,32",3,,,,
DE000UX69E76,-,100,"0,36",03.10.2019,"32,98","0,36",4,,,,
DE000UX69E92,-,100,"0,26",30.09.2019,"24,08","0,26",3,,,,
DE000UX69LT7,-,100,-,06.09.2019,"0,00",0,1,,,,
DE000UX69M50,-,100,-,07.10.2019,"0,00",0,1,,,,
DE000UX69NM8,-,100,"0,23",15.10.2019,"4,54","0,23",3,,,,
DE000UX69NN6,-,100,"0,40",14.10.2019,"7,92","0,4",3,,,,
DE000UX69NP1,-,100,"0,09",10.10.2019,"1,87","0,09",1,,,,
DE000UX6L3L6,-,100,"0,36",14.10.2019,"15,66","0,36",3,,,,
DE000UX6L3M4,-,100,"0,25",12.02.2019,"11,14","0,25",3,,,,
DE000UX6L3N2,-,100,"0,25",07.01.2019,"11,22","0,25",3,,,,
DE000UX6LP07,-,100,"0,20",14.10.2019,"13,83","0,2",2,,,,
DE000UX6LP15,-,100,"0,34",02.09.2019,"14,95","0,34",3,,,,
DE000UX6LP23,-,100,"0,22",15.10.2019,"9,65","0,22",3,,,,
DE000UX6M0P2,-,100,"0,36",14.10.2019,"15,57","0,36",3,,,,
DE000UX6M0Q0,-,100,"0,21",14.10.2019,"9,47","0,21",2,,,,
DE000UX6M109,-,100,"0,36",15.10.2019,"15,89","0,36",4,,,,
DE000UX6M117,-,100,"0,33",30.08.2019,"14,33","0,33",3,,,,
DE000UX6M125,-,100,"0,23",07.01.2019,"10,11","0,23",3,,,,
DE000UX6MUD0,-,100,"0,38",14.10.2019,"16,76","0,38",4,,,,
DE000UX6MUE8,-,100,"0,27",18.02.2019,"12,01","0,27",3,,,,
DE000UX6MUF5,-,100,"0,17",10.10.2019,"7,79","0,17",2,,,,
DE000UX6N6D4,-,100,"0,38",14.10.2019,"16,69","0,38",4,,,,
DE000UX6N6E2,-,100,"0,28",19.08.2019,"12,52","0,28",3,,,,
DE000UX6N6F9,-,100,"0,18",11.10.2019,"8,18","0,18",2,,,,
DE000UX6NYE8,-,100,"0,32",22.08.2019,"14,07","0,32",3,,,,
DE000UX6NYF5,-,100,"0,28",13.02.2019,"12,20","0,28",3,,,,
DE000UX6NYG3,-,100,"0,18",10.10.2019,"8,03","0,18",2,,,,
DE000UX6QCY5,-,100,"0,36",14.10.2019,"15,79","0,36",3,,,,
DE000UX6QCZ2,-,100,"0,35",14.10.2019,"15,30","0,35",3,,,,
DE000UX6REE1,-,100,"0,36",14.10.2019,"16,06","0,36",4,,,,
DE000UX6REF8,-,100,"0,33",30.08.2019,"14,63","0,33",3,,,,
DE000UX6REG6,-,100,"0,19",14.10.2019,"8,46","0,19",2,,,,
DE000UX6UGD2,-,100,"0,26",14.10.2019,"11,94","0,26",4,,,,
DE000UX6UGE0,-,100,"0,34",05.09.2019,"15,12","0,34",3,,,,
DE000UX6UGF7,-,100,"0,24",07.01.2019,"10,68","0,24",3,,,,
DE000UX6VHP2,-,100,"0,36",14.10.2019,"15,93","0,36",3,,,,
DE000UX6VHQ0,-,100,"0,28",19.08.2019,"12,23","0,28",3,,,,
DE000UX6XCX3,-,100,"0,37",14.10.2019,"16,21","0,37",3,,,,
DE000UX6XCY1,-,100,"0,28",18.02.2019,"12,35","0,28",3,,,,
DE000UX6XCZ8,-,100,"0,16",05.09.2019,"7,27","0,16",2,,,,
DE000UX6XD98,-,100,"0,36",14.10.2019,"15,58","0,36",3,,,,
DE000UX6YHJ9,-,100,"0,37",14.10.2019,"16,18","0,37",4,,,,
DE000UX6YHK7,-,100,"0,27",14.10.2019,"12,31","0,27",4,,,,
DE000UX6YHL5,-,100,"0,32",30.08.2019,"14,23","0,32",3,,,,
DE000UX6YHM3,-,100,"0,23",14.10.2019,"10,01","0,23",2,,,,
DE000UX6ZNA3,-,100,"0,17",07.10.2019,"7,51","0,17",2,,,,
DE000UX790F3,-,100,-,30.08.2019,"0,00",0,1,,,,
DE000UX790G1,-,100,-,04.06.2019,"0,00",0,1,,,,
DE000UX790L1,-,100,"0,15",28.08.2019,"10,46","0,15",2,,,,
DE000UX79TJ0,-,100,"0,04",19.08.2019,"0,71","0,04",1,,,,
DE000UX7A003,-,100,"0,28",30.09.2019,"25,46","0,28",3,,,,
DE000UX7A011,-,100,"0,33",27.08.2019,"30,24","0,33",3,,,,
DE000UX7A8U8,-,100,-,05.09.2019,"0,00",0,1,,,,
DE000UX7A961,-,100,-,12.09.2019,"0,00",0,1,,,,
DE000UX7ASP1,-,100,"0,35",11.09.2019,"32,21","0,35",4,,,,
DE000UX7ASR7,-,100,"0,29",07.01.2019,"26,33","0,29",3,,,,
DE000UX7ASS5,-,100,"0,34",05.09.2019,"30,61","0,34",3,,,,
DE000UX7AST3,-,100,"0,27",07.01.2019,"18,56","0,27",3,,,,
DE000UX7ASU1,-,100,"0,35",14.10.2019,"23,74","0,35",4,,,,
DE000UX7ASW7,-,100,"0,21",15.10.2019,"14,62","0,21",3,,,,
DE000UX7AT13,-,100,"0,33",28.12.2018,"30,75","0,33",4,,,,
DE000UX7AT39,-,100,"0,29",07.01.2019,"26,94","0,29",3,,,,
DE000UX7AT47,-,100,"0,33",02.09.2019,"30,15","0,33",3,,,,
DE000UX7AT54,-,100,"0,28",12.02.2019,"18,87","0,28",3,,,,
DE000UX7AT62,-,100,"0,34",14.10.2019,"23,08","0,34",3,,,,
DE000UX7B4P6,-,100,"0,36",03.10.2019,"32,95","0,36",4,,,,
DE000UX7B4R2,-,100,"0,28",03.10.2019,"25,72","0,28",3,,,,
DE000UX7B4S0,-,100,"0,33",30.08.2019,"29,84","0,33",3,,,,
DE000UX7B4T8,-,100,"0,25",07.01.2019,"17,29","0,25",3,,,,
DE000UX7B4U6,-,100,"0,33",14.10.2019,"22,42","0,33",3,,,,
DE000UX7B514,-,100,"0,34",28.12.2018,"32,25","0,34",4,,,,
DE000UX7B530,-,100,"0,27",03.10.2019,"25,18","0,27",3,,,,
DE000UX7B548,-,100,"0,35",14.10.2019,"31,80","0,35",3,,,,
DE000UX7B555,-,100,"0,26",07.01.2019,"17,74","0,26",3,,,,
DE000UX7B563,-,100,"0,36",14.10.2019,"24,00","0,36",3,,,,
DE000UX7BYD3,-,100,"0,36",15.10.2019,"32,53","0,36",4,,,,
DE000UX7BYF8,-,100,"0,26",30.09.2019,"24,10","0,26",3,,,,
DE000UX7BYG6,-,100,"0,31",19.08.2019,"28,28","0,31",3,,,,
DE000UX7BYP7,-,100,"0,30",27.08.2019,"20,63","0,3",3,,,,
DE000UX7BYQ5,-,100,"0,33",14.10.2019,"23,01","0,33",4,,,,
DE000UX7BYR3,-,100,"0,34",14.10.2019,"22,70","0,34",3,,,,
DE000UX7BZ14,-,100,"0,32",28.08.2019,"21,44","0,32",3,,,,
DE000UX7BZ22,-,100,"0,26",07.01.2019,"17,94","0,26",3,,,,
DE000UX7BZ30,-,100,"0,34",14.10.2019,"23,12","0,34",3,,,,
DE000UX7BZ48,-,100,"0,24",30.09.2019,"16,47","0,24",3,,,,
DE000UX7CBJ6,-,100,-,08.10.2019,"0,00",0,1,,,,
DE000UX7CFH1,-,100,"0,32",02.10.2019,"6,41","0,32",3,,,,
DE000UX7CFJ7,-,100,-,15.10.2019,"0,00",0,4,,,,
DE000UX7CFK5,-,100,"0,18",14.10.2019,"3,64","0,18",2,,,,
DE000UX7DFY4,-,100,"0,24",14.10.2019,"4,85","0,24",2,,,,
DE000UX7DFZ1,-,100,"0,38",14.10.2019,"7,43","0,38",3,,,,
DE000UX7DH63,-,100,-,27.08.2019,"0,00",0,1,,,,
DE000UX7EEX7,-,100,"0,29",19.08.2019,"19,75","0,29",3,,,,
DE000UX7EEY5,-,100,"0,35",14.10.2019,"23,73","0,35",4,,,,
DE000UX7EEZ2,-,100,"0,36",15.10.2019,"24,37","0,36",4,,,,
DE000UX7EF98,-,100,"0,29",19.08.2019,"19,99","0,29",3,,,,
DE000UX7EFA2,-,100,"0,34",14.10.2019,"30,98","0,34",3,,,,
DE000UX7FKC5,-,100,"0,26",03.10.2019,"24,38","0,26",3,,,,
DE000UX7FKD3,-,100,"0,33",30.08.2019,"30,13","0,33",3,,,,
DE000UX7FKE1,-,100,"0,25",07.01.2019,"17,12","0,25",3,,,,
DE000UX7FKF8,-,100,"0,36",15.10.2019,"24,11","0,36",4,,,,
DE000UX7GHP1,-,100,"0,26",20.08.2019,"5,23","0,26",3,,,,
DE000UX7GHQ9,-,100,"0,43",14.10.2019,"8,45","0,43",3,,,,
DE000UX7GHR7,-,100,-,14.10.2019,"0,00",0,1,,,,
DE000UX7GHS5,-,100,-,11.10.2019,"-1,70","-0,09",1,,,,
DE000UX7GP37,-,100,"0,35",11.09.2019,"32,23","0,35",4,,,,
DE000UX7GP45,-,100,"0,31",28.12.2018,"29,21","0,31",4,,,,
DE000UX7GP52,-,100,"0,24",03.10.2019,"21,92","0,24",3,,,,
DE000UX7GP60,-,100,"0,30",07.01.2019,"27,80","0,3",3,,,,
DE000UX7GPB4,-,100,"0,22",03.10.2019,"14,97","0,22",3,,,,
DE000UX7H0R4,-,100,"0,36",14.10.2019,"32,34","0,36",3,,,,
DE000UX7H0S2,-,100,"0,30",28.12.2018,"28,59","0,3",4,,,,
DE000UX7H0T0,-,100,"0,28",14.10.2019,"19,73","0,28",4,,,,
DE000UX7H0U8,-,100,"0,34",02.09.2019,"31,02","0,34",3,,,,
DE000UX7H131,-,100,"0,35",14.10.2019,"31,83","0,35",3,,,,
DE000UX7H156,-,100,"0,24",30.09.2019,"22,31","0,24",3,,,,
DE000UX7H164,-,100,"0,31",07.01.2019,"28,24","0,31",3,,,,
DE000UX7H1B6,-,100,"0,22",30.09.2019,"15,21","0,22",3,,,,
DE000UX7H1C4,-,100,"0,21",14.10.2019,"14,39","0,21",2,,,,
DE000UX7HME3,-,100,-,11.10.2019,"0,00",0,1,,,,
DE000UX7HTY6,-,100,"0,31",30.08.2019,"21,11","0,31",3,,,,
DE000UX7HTZ3,-,100,"0,33",14.10.2019,"22,83","0,33",4,,,,
DE000UX7HUG1,-,100,"0,36",03.10.2019,"32,81","0,36",4,,,,
DE000UX7HUH9,-,100,"0,25",30.09.2019,"22,81","0,25",3,,,,
DE000UX7HUJ5,-,100,"0,32",20.08.2019,"29,68","0,32",3,,,,
DE000UX7JBT0,-,100,"0,22",14.10.2019,"4,37","0,22",2,,,,
DE000UX7JBU8,-,100,"0,09",10.10.2019,"1,71","0,09",1,,,,
DE000UX7JBV6,-,100,-,14.10.2019,"0,00",0,1,,,,
DE000UX7JBW4,-,100,"0,11",14.10.2019,"2,17","0,11",1,,,,
DE000UX7JC47,-,100,"0,38",14.10.2019,"7,53","0,38",3,,,,
DE000UX7JC54,-,100,"0,21",14.10.2019,"4,15","0,21",2,,,,
DE000UX7JC62,-,100,"0,42",14.10.2019,"8,22","0,42",3,,,,
DE000UX7JC70,-,100,-,15.10.2019,"0,00",0,3,,,,
DE000UX7JC88,-,100,"0,11",14.10.2019,"2,21","0,11",1,,,,
DE000UX7JFU9,-,100,-,02.09.2019,"0,00",0,1,,,,
